0.000000,0.000000,0.000000
-0.016659,-0.326246,0.000604
-0.037441,-0.764442,0.001363
-0.056421,-1.201316,0.002054
-0.074436,-1.632101,0.002700
-0.091524,-2.053091,0.003300
-0.106184,-2.462892,0.003801
-0.118655,-2.860667,0.004214
-0.129737,-3.247911,0.004572
-0.139117,-3.629083,0.004870
-0.146912,-4.009388,0.005117
-0.154049,-4.394020,0.005346
-0.161557,-4.787619,0.005592
-0.169806,-5.193549,0.005871
-0.178722,-5.612899,0.006183
-0.188329,6.000000,0.006528
-0.197684,5.558393,0.006873
-0.206304,5.107985,0.007196
-0.215917,4.653604,0.007560
-0.226317,4.200789,0.007953
-0.234642,3.753659,0.008263
-0.239505,3.315465,0.008441
-0.242113,2.886841,0.008534
-0.243351,2.463631,0.008578
-0.244290,2.041664,0.008611
-0.245456,1.617949,0.008652
-0.245302,1.188038,0.008646
-0.244080,0.748795,0.008602
-0.243490,0.299554,0.008580
-0.243823,-0.159582,0.008592
-0.244224,-0.627422,0.008608
-0.245484,-1.100083,0.008658
-0.247090,-1.571642,0.008721
-0.246108,-2.039738,0.008683
-0.242444,-2.501827,0.008541
-0.239917,-2.952438,0.008446
-0.238164,-3.388011,0.008383
-0.233317,-3.807719,0.008214
-0.225139,-4.209306,0.007940
-0.215216,-4.593559,0.007623
-0.203268,-4.966567,0.007252
-0.190511,-5.333642,0.006861
-0.178033,-5.699586,0.006481
-0.165024,6.000000,0.006080
-0.151041,5.622699,0.005640
-0.138062,5.239438,0.005225
-0.126401,4.854268,0.004851
-0.113040,4.469807,0.004423
-0.096974,4.090032,0.003915
-0.080500,3.716691,0.003402
-0.062432,3.348917,0.002848
-0.041825,2.984013,0.002222
-0.020647,2.621495,0.001582
-0.000268,2.260373,0.000969
0.021971,1.896150,0.000294
0.045951,1.525575,-0.000447
0.068763,1.146877,-0.001167
0.090854,0.756004,-0.001886
0.114084,0.348340,-0.002676
0.136350,-0.076739,-0.003464
0.156280,-0.518645,-0.004198
0.175885,-0.977376,-0.004947
0.196009,-1.450828,-0.005741
0.215778,-1.934535,-0.006538
0.235701,-2.425180,-0.007353
0.257968,-2.921704,-0.008274
0.281833,-3.421502,-0.009268
0.305184,-3.921992,-0.010242
0.329278,-4.422099,-0.011246
0.355358,-4.921256,-0.012331
0.382457,-5.417619,-0.013452
0.409743,-5.910267,-0.014572
0.438172,5.632574,-0.015733
0.469087,5.141801,-0.016997
0.502162,4.646049,-0.018364
0.536516,4.137922,-0.019819
0.570807,3.609120,-0.021330
0.602011,3.055444,-0.022769
0.630136,2.476299,-0.024126
0.657481,1.873724,-0.025499
0.685489,1.252676,-0.026949
0.713864,0.618840,-0.028447
0.741891,-0.022920,-0.029946
0.768737,-0.665793,-0.031384
0.795556,-1.302066,-0.032806
0.825135,-1.926585,-0.034345
0.857673,-2.535755,-0.035997
0.891265,-3.126723,-0.037651
0.926098,-3.700908,-0.039318
0.963116,-4.261261,-0.041046
1.000924,-4.809284,-0.042773
1.040087,-5.349720,-0.044537
1.081952,-5.889699,-0.046420
1.124323,5.590397,-0.048346
1.165524,5.034428,-0.050255
1.207586,4.460256,-0.052267
1.252159,3.859597,-0.054499
