0.000000,0.000000,0.000000
0.245570,2.737244,0.224564
0.244175,2.728711,0.222586
0.241865,2.716782,0.219508
0.239334,2.705319,0.216284
0.237388,2.694588,0.213667
0.235431,2.681659,0.210882
0.234498,2.674334,0.209469
0.233462,2.665359,0.207839
0.232841,2.656788,0.206618
0.231862,2.647696,0.205042
0.230388,2.638391,0.203017
0.228782,2.629111,0.200888
0.227578,2.618830,0.199045
0.226164,2.607098,0.196917
0.224589,2.594000,0.194559
0.222552,2.579497,0.191709
0.219800,2.563316,0.188142
0.216155,2.546168,0.183774
0.212809,2.529048,0.179703
0.209967,2.512358,0.176125
0.207361,2.496323,0.172822
0.205161,2.481323,0.169956
0.203447,2.467165,0.167569
0.201934,2.453291,0.165385
0.200779,2.439093,0.163484
0.199834,2.423487,0.161671
0.198140,2.405822,0.159128
0.194874,2.386112,0.155216
0.190894,2.365147,0.150701
0.186582,2.343478,0.145939
0.182350,2.322509,0.141344
0.178869,2.303548,0.137508
0.176122,2.287378,0.134440
0.174274,2.274637,0.132285
0.173441,2.265447,0.131120
0.173657,2.259091,0.130915
0.173908,2.254604,0.130844
0.173237,2.252345,0.130208
0.171894,2.253488,0.129261
0.170781,2.258652,0.128718
0.170003,2.270387,0.128795
0.169943,2.292189,0.129986
0.171517,2.327244,0.133199
0.176462,2.378574,0.140071
0.186144,2.447999,0.152088
0.201798,2.537914,0.170974
0.223354,2.650340,0.197687
0.253869,2.785525,0.236284
0.298857,2.941334,0.293986
0.363050,3.115048,0.378824
0.453855,3.295433,0.502388
0.579085,3.465821,0.677436
0.739015,3.610464,0.907833
0.950533,3.701663,1.213742
1.205280,3.716386,1.578978
1.475778,3.647074,1.954339
1.717045,3.530338,2.274550
1.736577,3.515124,2.297270
1.583085,3.589967,2.092322
1.334684,3.670999,1.750236
1.087586,3.682125,1.396602
0.878073,3.610747,1.088083
0.712559,3.469136,0.839841
0.578778,3.275550,0.639898
0.467717,3.042691,0.478254
0.374805,2.781209,0.349289
0.303374,2.497081,0.253381
0.243929,2.200862,0.179347
0.193087,1.898349,0.122351
0.146219,1.598495,0.077972
0.105018,1.305491,0.045719
