0.000000,0.000000,0.000000
-0.027025,-0.052482,0.004535
-0.019583,-0.054255,0.000287
-0.011429,-0.061402,0.002418
-0.010533,-0.065393,0.002415
-0.026202,-0.085092,-0.009293
-0.036614,-0.091391,0.004567
-0.032685,-0.084992,0.019482
-0.024532,-0.100292,-0.003947
0.002945,-0.090897,0.018420
0.002395,-0.085286,0.025878
0.006079,-0.126830,-0.030576
0.034711,-0.024255,0.043941
-0.011883,-0.095023,-0.012516
-0.026209,-0.139676,0.054545
0.242930,0.388676,0.028900
0.087925,0.123014,-0.276719
-0.165138,-0.369030,-0.267153
-0.213882,0.023836,-0.126529
-0.147556,0.180853,-0.128596
0.019649,0.667870,0.202562
0.189352,0.415422,0.314259
-0.184856,0.263492,-0.011661
-0.581845,-1.092451,-0.278897
-0.186141,-0.767130,0.056536
0.177030,0.693859,0.053156
0.274478,-0.408403,0.086267
0.126818,-0.002614,0.054327
0.549793,-0.315255,0.030788
0.777381,-0.166023,0.112720
0.615672,-0.416839,0.068982
0.418100,-0.274584,0.062536
0.176024,-0.207012,-0.088704
0.023080,-0.034381,-0.183481
0.049507,-0.243562,-0.167582
0.232814,-0.232584,0.039999
0.291576,-0.478872,0.202942
0.278206,-0.327113,0.375653
0.042837,-0.328561,0.269366
-0.255367,-0.019673,0.041463
-0.474642,0.018934,-0.271794
-0.431717,-0.104547,-0.312394
-0.138271,-0.318259,-0.106919
0.042538,-0.366404,0.033720
0.268073,-0.467942,0.150845
0.613194,-0.609950,0.252971
0.562846,-0.577445,0.243423
0.050353,-0.274077,0.077423
-0.624368,0.020016,-0.238811
-0.409958,-0.026575,-0.211311
0.138948,-0.199502,0.178473
0.280799,-0.220386,0.267996
0.361462,0.040620,0.090153
0.286817,0.024450,0.021948
0.146445,-0.038744,-0.072822
-0.454787,-0.104177,-0.071573
-0.833123,-0.446815,-0.277295
-0.806224,-0.403003,-0.556267
-0.196890,-1.126578,-0.294543
0.507803,-0.978669,-0.076412
0.747025,-0.787959,0.218708
0.632426,-0.465055,0.547739
-0.392215,0.205649,0.089238
-1.039950,0.546634,-0.463768
-0.242652,0.157316,-0.162697
0.479056,-0.206566,0.169512
0.641744,-0.253984,0.177959
0.436567,-0.161606,0.181067
0.066063,-0.061423,0.073563
0.045587,-0.286334,0.040547
-0.082313,-0.538292,0.034101
-0.260320,-0.754225,-0.013825
-0.182360,-0.928804,-0.114122
0.075889,-0.935013,-0.093060
0.175036,-0.619294,-0.077232
0.107012,-0.039240,-0.037693
0.288625,0.098477,0.064639
0.526839,-0.012939,0.124487
0.503339,0.080316,0.148001
0.136555,0.185938,0.149234
-0.302858,0.313280,0.040705
-0.474433,0.157124,-0.156262
-0.250888,-0.384426,-0.306501
0.107597,-0.645227,-0.145859
-0.023294,-1.109955,0.112796
-0.272760,-1.012553,0.131633
-0.034809,-1.350876,-0.039255
0.470855,-1.192014,0.157629
0.026942,-0.719106,-0.064710
-0.385150,-0.208497,-0.458969
0.334287,-0.572975,-0.082233
1.146273,-0.133098,0.594387
0.003139,0.301938,-0.008865
-0.339832,0.743646,-0.301790
0.164255,0.148734,-0.042881
0.351817,-0.040540,0.252452
0.313592,-0.836474,0.135312
0.694977,-1.074229,0.240472
0.561378,-1.229776,0.231602
0.347738,-0.880398,0.223780
-0.133901,-0.779596,-0.032949
-0.514744,-0.619109,-0.400592
0.168691,-0.774732,-0.213838
0.818421,-0.602788,0.266549
0.663387,-0.150087,0.553552
0.028034,-0.016317,0.142823
-0.378530,0.224608,-0.224495
-0.122556,0.641120,-0.077101
0.269313,-0.117161,0.210594
0.090326,-0.101793,0.087208
0.342032,-0.440529,-0.008832
-0.465339,-0.835559,-0.096327
0.298008,-0.674869,0.227137
-0.323129,-0.401558,0.129267
-0.402543,-0.833508,-0.060771
0.043336,-1.258375,-0.098992
0.262153,-1.532809,-0.026550
0.102720,-0.838780,0.013049
-0.172873,-0.448614,-0.134721
0.289007,-0.338374,0.141577
0.262098,0.054705,0.246423
-0.502741,0.635807,-0.138386
-0.725484,0.921848,-0.282680
-0.216713,0.833042,-0.120357
0.116918,0.252735,-0.104033
0.147410,-0.132576,0.047666
-0.123418,-0.701695,0.182957
-0.548197,-0.705334,-0.131489
-0.594061,-0.817439,-0.571976
-0.066148,-1.190988,-0.145325
-0.013954,-1.361086,0.120567
0.133399,-1.202414,0.215807
0.039184,-1.060738,0.191007
-0.534920,-0.448504,-0.094195
-0.939952,-0.220744,-0.471342
0.105303,-0.096088,-0.062816
0.855751,-0.185499,0.388031
0.150635,0.770317,0.040844
-0.346670,0.554386,-0.090707
-0.379094,0.496423,-0.057037
-0.328096,0.163507,-0.202329
-0.269218,-0.071181,-0.255105
-0.046588,-0.529691,-0.048359
-0.431381,-0.732687,-0.058095
-0.247972,-0.799746,-0.236377
0.188593,-0.973089,-0.132530
0.329699,-1.228599,0.042809
0.068344,-0.664540,0.141618
-0.470709,-0.303624,-0.048060
-0.542102,-0.140887,-0.182288
-0.081640,-0.102806,0.022203
0.020929,0.228621,-0.006164
-0.220883,0.221187,-0.304966
-0.163862,0.664557,-0.294757
0.007023,0.412375,-0.258838
0.002056,0.766108,-0.034389
-0.481530,0.434598,-0.036137
-0.464785,0.140234,-0.056003
-0.294899,-0.267322,-0.180632
-0.679815,-0.035288,-0.173643
-0.434354,-0.758101,-0.152885
-0.492172,-0.989693,-0.222016
-0.501769,-1.019168,-0.250651
-0.500694,-1.323466,-0.413551
-0.016671,-1.637991,-0.332648
0.480989,-1.849391,0.045589
0.600502,-1.535037,0.354992
0.071359,-0.779231,0.406455
-0.071499,-0.979461,-0.081751
0.615317,-0.388299,0.160385
0.244686,0.227328,0.190665
0.409517,0.194349,-0.012164
0.556282,0.759582,0.069596
0.265301,0.742530,0.033186
0.259654,1.115546,0.156752
0.081193,0.715278,0.200553
-0.221326,0.698695,0.167481
-0.032772,0.226288,-0.050201
-0.125639,-0.259925,-0.009566
-0.482001,-0.550350,-0.006844
-0.787419,-0.496468,-0.437101
-0.232031,-1.861717,-0.136861
-0.534814,-1.259992,0.059906
-0.630986,-1.849995,-0.280165
-0.463342,-1.981058,-0.593500
0.144891,-1.941883,-0.323310
1.412236,-1.699803,0.518072
0.516734,-1.733352,0.314776
0.219232,-0.601060,-0.256833
0.265341,-0.261542,-0.014562
-0.341206,0.291197,-0.081307
-0.076941,0.140062,0.018552
-0.369057,1.245594,-0.061431
-0.230212,1.676472,-0.127628
-0.103428,1.552124,-0.005206
0.248550,1.277745,0.110377
0.138548,1.277996,0.061097
-0.016332,0.648615,0.107786
0.192172,-0.007340,-0.118107
-0.122236,-0.769795,-0.021319
0.413884,-1.642955,0.007879
0.438018,-1.862628,0.094337
0.705470,-2.463811,0.209144
-0.006215,-1.974773,-0.028667
-0.468485,-1.095112,-0.137378
0.420387,-1.469805,0.206895
-0.305329,-0.015928,-0.087527
-0.352705,0.365069,-0.073531
0.889642,-0.185080,0.605589
0.394557,0.280141,0.199927
-0.259539,0.833289,-0.007624
-0.510697,0.668193,-0.198585
-0.446528,0.282246,-0.383176
0.089450,-0.228074,-0.333868
0.220927,-0.497413,0.101598
-0.343628,-0.750998,-0.081412
-0.151579,-1.330308,-0.314611
0.044696,-1.041642,-0.208077
-0.133685,-0.943395,-0.320792
-0.059331,-0.924492,-0.106461
0.563864,-1.001206,0.372255
0.535307,-0.480616,0.478912
-0.256005,-0.036916,-0.050127
-0.842222,0.564972,-0.499280
